Season,WTeamID,W_seed,LTeamID,L_seed,diff_seed,,outcome,total_off_rebounds,total_def_rebounds,total_assists,total_steals,total_turnover,total_personalfoul,total_assist_per_fgm,avg_lose_score_by,avg_win_score_by,num_season,is_playoff,is_champion,TeamID,fgp,total_block_opp_FGA_percent,win_rate_away,win_rate_home,win_rate_neutral,win_rate_post,win_rate_regular
2014,1277,4,1174,13,9,0.871790787,1,0.677477477,0.860759494,0.815232722,0.587064677,0.605919003,0.80754717,0.862993869,0.774966711,0.59868772,0.573913043,0.53125,0.2,1277,0.474654378,0.088937093,0.636363636,0.8,0.875,0.692307692,0.712041885
2014,1295,12,1328,5,-7,0.171750639,1,0.461261261,0.624148004,0.45416079,0.427860697,0.433021807,0.644025157,0.599021682,0.630714603,0.449754129,0.208695652,0.0625,0,1295,0.503042596,0.083044983,0.909090909,0.642857143,1,0.333333333,0.793103448
2014,1332,7,1140,10,3,0.445493426,1,0.621621622,0.732229796,0.651622003,0.631840796,0.580996885,0.855345912,0.729124998,0.765349904,0.505397093,0.756521739,0.3125,0,1332,0.467982924,0.060470325,0.625,0.75,0.75,0.333333333,0.75
2014,1338,9,1160,8,-1,0.468673748,1,0.744144144,0.792599805,0.748942172,0.592039801,0.559190031,0.748427673,0.869755969,0.82689747,0.585631068,0.330434783,0.3125,0,1338,0.461244541,0.057562077,0.583333333,0.866666667,0.714285714,0.545454545,0.785046729
2014,1361,4,1308,13,9,0.812221176,1,0.720720721,0.721518987,0.409026798,0.574626866,0.471962617,0.649056604,0.54983799,0.697070573,0.497559973,0.699407115,0.40625,0,1361,0.425160163,0.094944513,0.909090909,0.866666667,0.8,0.59375,0.789189189
2014,1387,5,1301,12,7,0.53922636,1,0.554954955,0.777020448,0.616361072,0.569651741,0.609034268,0.674213836,0.803241367,0.78650688,0.431178918,0.786956522,0.1875,0,1387,0.444510035,0.076474022,0.785714286,0.928571429,0.333333333,0.333333333,0.8125
2014,1393,3,1444,14,11,0.86552014,1,0.76036036,0.687439143,0.538787024,0.639303483,0.443925234,0.640251572,0.686644971,0.750732357,0.426054348,0.908695652,0.78125,0.2,1393,0.437003405,0.100381194,0.8,0.888888889,0.75,0.636363636,0.795918367
2014,1400,7,1113,10,3,0.592647318,1,0.895495495,0.857838364,0.593794076,0.472636816,0.635514019,0.791194969,0.684718626,0.563781625,0.416209371,0.817391304,0.65625,0,1400,0.430886076,0.102643857,0.714285714,0.727272727,0.5,0.5,0.732954545
2014,1437,2,1454,15,13,0.866723415,1,0.65045045,0.804284323,0.705218618,0.552238806,0.590342679,0.793710692,0.839851299,0.428761651,0.60332871,0.604347826,0.34375,0,1437,0.459308807,0.072840203,0.909090909,0.882352941,0.75,0.541666667,0.733096085
2014,1458,2,1110,15,13,0.893651657,1,0.522522523,0.783836417,0.564174894,0.410447761,0.414330218,0.620125786,0.6929036,0.752710671,0.495038942,0.452173913,0.40625,0,1458,0.457879656,0.061866667,0.727272727,0.823529412,0.8,0.606060606,0.746701847
2014,1112,1,1451,16,15,0.934227685,1,0.771171171,0.870496592,0.723554302,0.497512438,0.552959502,0.703144654,0.795998257,0.861517976,0.66098012,0.3,0.21875,0,1112,0.468487395,0.079164376,1,0.857142857,0.8,0.666666667,0.785087719
2014,1124,6,1304,11,5,0.786552278,1,0.843243243,0.773125609,0.675599436,0.417910448,0.605919003,0.728301887,0.803602299,0.663236896,0.480834699,0.360869565,0.125,0,1124,0.448126018,0.098837209,0.5,0.705882353,0.75,0.666666667,0.724409449
2014,1166,3,1418,14,11,0.718350221,1,0.502702703,0.832521908,0.825105783,0.335820896,0.510903427,0.732075472,0.892705447,0.723035952,0.665208578,0.391304348,0.1875,0,1166,0.49889989,0.02459893,1,0.8,0.5,0.333333333,0.751322751
2014,1211,8,1329,9,1,0.532866804,1,0.572972973,0.843232717,0.674188999,0.549751244,0.57788162,0.750943396,0.752659638,0.763426542,0.5750244,0.452173913,0.46875,0,1211,0.490239822,0.070261438,1,0.789473684,0.714285714,0.516129032,0.81769437
2014,1235,3,1300,14,11,0.862703281,1,0.607207207,0.918208374,0.863187588,0.495024876,0.542056075,0.72327044,0.876867354,0.614228648,0.538354849,0.117391304,0.09375,0,1235,0.471449488,0.046478198,0.8,0.714285714,1,0.571428571,0.714285714
2014,1242,2,1184,15,13,0.923434429,1,0.700900901,0.846153846,0.703808181,0.480099502,0.677570093,0.875471698,0.763997119,0.784583518,0.55975497,0.634782609,0.5,0.2,1242,0.495071194,0.100700054,0.833333333,0.7,0.714285714,0.666666667,0.823863636
2014,1246,8,1243,9,1,0.714178139,1,0.897297297,0.877312561,0.551480959,0.402985075,0.646417445,0.812578616,0.632211802,0.792276964,0.588245492,0.665217391,0.46875,0.2,1246,0.451238798,0.108384458,0.714285714,0.761904762,0.5,0.725490196,0.852739726
2014,1272,8,1203,9,1,0.381322554,1,0.708108108,0.745861733,0.743300423,0.666666667,0.646417445,0.703144654,0.839364205,0.576860482,0.539339301,0.147826087,0.125,0,1272,0.474863388,0.080347448,0.625,0.736842105,0.75,0.333333333,0.77443609
2014,1273,14,1181,3,-11,0.179550443,1,0.612612613,0.768257059,0.692524683,0.47761194,0.588785047,0.744654088,0.822737041,0.649467377,0.629560393,0.330434783,0.03125,0,1273,0.466403162,0.075581395,0.9,0.666666667,0,0.5,0.741935484
2014,1314,6,1344,11,5,0.798208152,1,0.810810811,0.800389484,0.702397743,0.582089552,0.599688474,0.817610063,0.777079279,0.746116289,0.480914189,0.786956522,0.75,0.4,1314,0.462943633,0.083606557,0.666666667,0.75,0.666666667,0.698630137,0.780487805
2014,1372,12,1433,5,-7,0.236691435,1,0.726126126,0.622200584,0.717912553,0.542288557,0.529595016,0.81509434,0.866536464,0.688415446,0.535367545,0.026086957,0.03125,0,1372,0.461407491,0.068435754,1,0.866666667,1,0.5,0.935483871
2014,1390,10,1307,7,-3,0.539436974,1,0.574774775,0.809152872,0.548660085,0.417910448,0.57788162,0.749685535,0.645569727,0.636484687,0.509477577,0.17826087,0.03125,0,1390,0.464365256,0.07616975,0.6,0.705882353,0.5,0.666666667,0.636363636
2014,1397,11,1269,6,-5,0.572856632,1,0.790990991,0.779941577,0.54583921,0.412935323,0.542056075,0.691823899,0.68583483,0.737461163,0.730027739,0.17826087,0.03125,0,1397,0.442492918,0.088200935,0.571428571,0.65,0.6,0.75,0.625
2014,1417,4,1409,13,9,0.761315334,1,0.618018018,0.846153846,0.825105783,0.793532338,0.557632399,0.758490566,0.819518057,0.697070573,0.649738611,0.573913043,0.25,0,1417,0.490079365,0.050750906,0.714285714,0.761904762,0.833333333,0.466666667,0.787878788
2014,1438,1,1157,16,15,0.908252512,1,0.668468468,0.815968841,0.62764457,0.450248756,0.540498442,0.686792453,0.785603761,0.648024856,0.567416287,0.239130435,0.125,0,1438,0.452394691,0.078534031,0.777777778,0.789473684,1,0.555555556,0.76744186
2014,1455,1,1142,16,15,0.807341258,1,0,0,0,0,0,0,0,1,0.565544488,0.482608696,0.3125,0,1455,0,0,1,1,1,0.375,0.806666667
2014,1163,7,1437,2,-5,0.070038486,1,0.618018018,0.837390458,0.603667137,0.589552239,0.618380062,0.781132075,0.714576689,0.636484687,0.549183826,0.056521739,0.03125,0.2,1163,0.44835046,0.109553479,0.7,0.777777778,0.833333333,0,0
2014,1173,11,1393,3,-8,0.414691868,1,0.691891892,0.760467381,0.607898449,0.47761194,0.61682243,0.832704403,0.704293152,0.705725699,0.440692275,0.086956522,0.03125,0,1173,0.466152999,0.049826188,0.636363636,0.764705882,0.6,0.75,0.696969697
2014,1196,1,1338,9,8,0.821345704,1,0.715315315,0.794547225,0.640338505,0.609452736,0.599688474,0.693081761,0.757985553,0.878828229,0.515343273,0.604347826,0.4375,0.4,1196,0.462095875,0.055523755,1,0.894736842,1,0.657142857,0.758754864
2014,1257,4,1387,5,1,0.698341953,1,0.83963964,0.800389484,0.751763047,0.855721393,0.54517134,0.833962264,0.750469933,0.785352863,1,0.695652174,0.5625,0.4,1257,0.47373494,0.086027397,0.818181818,0.888888889,0.8,0.703703704,0.763239875
2014,1276,2,1400,7,5,0.764124322,1,0.526126126,0.737098345,0.661495063,0.42039801,0.482866044,0.603773585,0.768202541,0.66677763,0.563106796,0.665217391,0.28125,0,1276,0.475788288,0.04598338,0.777777778,0.764705882,0.714285714,0.64,0.683257919
2014,1277,4,1217,12,8,0.85476743,1,0.677477477,0.860759494,0.815232722,0.587064677,0.605919003,0.80754717,0.862993869,0.774966711,0.59868772,0.573913043,0.53125,0.2,1277,0.474654378,0.088937093,0.636363636,0.8,0.875,0.692307692,0.712041885
2014,1361,4,1295,12,8,0.789200814,1,0.720720721,0.721518987,0.409026798,0.574626866,0.471962617,0.649056604,0.54983799,0.697070573,0.497559973,0.699407115,0.40625,0,1361,0.425160163,0.094944513,0.909090909,0.866666667,0.8,0.59375,0.789189189
2014,1458,2,1332,7,5,0.725806988,1,0.522522523,0.783836417,0.564174894,0.410447761,0.414330218,0.620125786,0.6929036,0.752710671,0.495038942,0.452173913,0.40625,0,1458,0.457879656,0.061866667,0.727272727,0.823529412,0.8,0.606060606,0.746701847
2014,1112,1,1211,8,7,0.817332275,1,0.771171171,0.870496592,0.723554302,0.497512438,0.552959502,0.703144654,0.795998257,0.861517976,0.66098012,0.3,0.21875,0,1112,0.468487395,0.079164376,1,0.857142857,0.8,0.666666667,0.785087719
2014,1124,6,1166,3,-3,0.537211814,1,0.843243243,0.773125609,0.675599436,0.417910448,0.605919003,0.728301887,0.803602299,0.663236896,0.480834699,0.360869565,0.125,0,1124,0.448126018,0.098837209,0.5,0.705882353,0.75,0.666666667,0.724409449
2014,1235,3,1314,6,3,0.664359359,1,0.607207207,0.918208374,0.863187588,0.495024876,0.542056075,0.72327044,0.876867354,0.614228648,0.538354849,0.117391304,0.09375,0,1235,0.471449488,0.046478198,0.8,0.714285714,1,0.571428571,0.714285714
2014,1246,8,1455,1,-7,0.440439001,1,0.897297297,0.877312561,0.551480959,0.402985075,0.646417445,0.812578616,0.632211802,0.792276964,0.588245492,0.665217391,0.46875,0.2,1246,0.451238798,0.108384458,0.714285714,0.761904762,0.5,0.725490196,0.852739726
2014,1390,10,1242,2,-8,0.362648118,1,0.574774775,0.809152872,0.548660085,0.417910448,0.57788162,0.749685535,0.645569727,0.636484687,0.509477577,0.17826087,0.03125,0,1390,0.464365256,0.07616975,0.6,0.705882353,0.5,0.666666667,0.636363636
2014,1397,11,1273,14,3,0.809792124,1,0.790990991,0.779941577,0.54583921,0.412935323,0.542056075,0.691823899,0.68583483,0.737461163,0.730027739,0.17826087,0.03125,0,1397,0.442492918,0.088200935,0.571428571,0.65,0.6,0.75,0.625
2014,1417,4,1372,12,8,0.734097336,1,0.618018018,0.846153846,0.825105783,0.793532338,0.557632399,0.758490566,0.819518057,0.697070573,0.649738611,0.573913043,0.25,0,1417,0.490079365,0.050750906,0.714285714,0.761904762,0.833333333,0.466666667,0.787878788
2014,1438,1,1272,8,7,0.75719057,1,0.668468468,0.815968841,0.62764457,0.450248756,0.540498442,0.686792453,0.785603761,0.648024856,0.567416287,0.239130435,0.125,0,1438,0.452394691,0.078534031,0.777777778,0.789473684,1,0.555555556,0.76744186
2014,1112,1,1361,4,3,0.715206059,1,0.771171171,0.870496592,0.723554302,0.497512438,0.552959502,0.703144654,0.795998257,0.861517976,0.66098012,0.3,0.21875,0,1112,0.468487395,0.079164376,1,0.857142857,0.8,0.666666667,0.785087719
2014,1173,11,1390,10,-1,0.66064022,1,0.691891892,0.760467381,0.607898449,0.47761194,0.61682243,0.832704403,0.704293152,0.705725699,0.440692275,0.086956522,0.03125,0,1173,0.466152999,0.049826188,0.636363636,0.764705882,0.6,0.75,0.696969697
2014,1196,1,1417,4,3,0.690728287,1,0.715315315,0.794547225,0.640338505,0.609452736,0.599688474,0.693081761,0.757985553,0.878828229,0.515343273,0.604347826,0.4375,0.4,1196,0.462095875,0.055523755,1,0.894736842,1,0.657142857,0.758754864
2014,1458,2,1124,6,4,0.696155883,1,0.522522523,0.783836417,0.564174894,0.410447761,0.414330218,0.620125786,0.6929036,0.752710671,0.495038942,0.452173913,0.40625,0,1458,0.457879656,0.061866667,0.727272727,0.823529412,0.8,0.606060606,0.746701847
2014,1163,7,1235,3,-4,0.080047246,1,0.618018018,0.837390458,0.603667137,0.589552239,0.618380062,0.781132075,0.714576689,0.636484687,0.549183826,0.056521739,0.03125,0.2,1163,0.44835046,0.109553479,0.7,0.777777778,0.833333333,0,0
2014,1246,8,1257,4,-4,0.548298556,1,0.897297297,0.877312561,0.551480959,0.402985075,0.646417445,0.812578616,0.632211802,0.792276964,0.588245492,0.665217391,0.46875,0.2,1246,0.451238798,0.108384458,0.714285714,0.761904762,0.5,0.725490196,0.852739726
2014,1276,2,1397,11,9,0.852330507,1,0.526126126,0.737098345,0.661495063,0.42039801,0.482866044,0.603773585,0.768202541,0.66677763,0.563106796,0.665217391,0.28125,0,1276,0.475788288,0.04598338,0.777777778,0.764705882,0.714285714,0.64,0.683257919
2014,1277,4,1438,1,-3,0.54591272,1,0.677477477,0.860759494,0.815232722,0.587064677,0.605919003,0.80754717,0.862993869,0.774966711,0.59868772,0.573913043,0.53125,0.2,1277,0.474654378,0.088937093,0.636363636,0.8,0.875,0.692307692,0.712041885
2014,1196,1,1173,11,10,0.859878059,1,0.715315315,0.794547225,0.640338505,0.609452736,0.599688474,0.693081761,0.757985553,0.878828229,0.515343273,0.604347826,0.4375,0.4,1196,0.462095875,0.055523755,1,0.894736842,1,0.657142857,0.758754864
2014,1458,2,1112,1,-1,0.526747853,1,0.522522523,0.783836417,0.564174894,0.410447761,0.414330218,0.620125786,0.6929036,0.752710671,0.495038942,0.452173913,0.40625,0,1458,0.457879656,0.061866667,0.727272727,0.823529412,0.8,0.606060606,0.746701847
2014,1163,7,1277,4,-3,0.091345804,1,0.618018018,0.837390458,0.603667137,0.589552239,0.618380062,0.781132075,0.714576689,0.636484687,0.549183826,0.056521739,0.03125,0.2,1163,0.44835046,0.109553479,0.7,0.777777778,0.833333333,0,0
2014,1246,8,1276,2,-6,0.476270951,1,0.897297297,0.877312561,0.551480959,0.402985075,0.646417445,0.812578616,0.632211802,0.792276964,0.588245492,0.665217391,0.46875,0.2,1246,0.451238798,0.108384458,0.714285714,0.761904762,0.5,0.725490196,0.852739726
2014,1163,7,1196,1,-6,0.061197928,1,0.618018018,0.837390458,0.603667137,0.589552239,0.618380062,0.781132075,0.714576689,0.636484687,0.549183826,0.056521739,0.03125,0.2,1163,0.44835046,0.109553479,0.7,0.777777778,0.833333333,0,0
2014,1246,8,1458,2,-6,0.476270951,1,0.897297297,0.877312561,0.551480959,0.402985075,0.646417445,0.812578616,0.632211802,0.792276964,0.588245492,0.665217391,0.46875,0.2,1246,0.451238798,0.108384458,0.714285714,0.761904762,0.5,0.725490196,0.852739726
2014,1163,7,1246,8,1,0.151904641,1,0.618018018,0.837390458,0.603667137,0.589552239,0.618380062,0.781132075,0.714576689,0.636484687,0.549183826,0.056521739,0.03125,0.2,1163,0.44835046,0.109553479,0.7,0.777777778,0.833333333,0,0
2014,1107,16,1291,16,0,0.170201605,0,0.58018018,0.689386563,0.530324401,0.569651741,0.598130841,0.754716981,0.633875978,0.545605859,0.349427878,0.056521739,0.03125,0,1291,0.440687064,0.05179704,0.666666667,0.434782609,0,0,0.5
2014,1301,12,1462,12,0,0.492821959,0,0.663063063,0.792599805,0.691114245,0.480099502,0.635514019,0.826415094,0.801650971,0.639369729,0.469255663,0.147826087,0.125,0,1462,0.471309192,0.053948832,0.666666667,0.714285714,0.333333333,0.5,0.697674419
2014,1142,16,1411,16,0,0.59434692,0,0.65045045,0.792599805,0.616361072,0.365671642,0.658878505,0.666666667,0.760805974,0.673578086,0.404453691,0.42173913,0.1875,0,1411,0.458213256,0.058038007,0.75,0.421052632,0.8,0.538461538,0.634146341
2014,1397,11,1234,11,0,0.31516323,0,0.790990991,0.839337877,0.730606488,0.577114428,0.566978193,0.72327044,0.801062368,0.812472259,0.856726768,0.543478261,0.1875,0,1234,0.464693666,0.085987261,0.5,0.684210526,0.6,0.25,0.730769231
2014,1163,7,1386,10,-3,0.375382292,0,0.571171171,0.845180136,0.654442877,0.368159204,0.633956386,0.656603774,0.78992715,0.588400651,0.378756357,0.573913043,0.1875,0,1386,0.468587896,0.08,0.636363636,0.733333333,0.857142857,0.5,0.772357724
2014,1173,11,1326,6,5,0.775405437,0,0.618018018,0.794547225,0.576868829,0.646766169,0.591900312,0.705660377,0.691192492,0.792276964,0.595284327,0.42173913,0.375,0,1326,0.448767123,0.083881579,0.625,0.772727273,0.75,0.657142857,0.801223242
2014,1196,1,1107,16,-15,0.044180142,0,0.596396396,0.754625122,0.499294781,0.440298507,0.629283489,0.694339623,0.682399066,0.663686513,0.420095546,0.381027668,0.125,0,1107,0.439143731,0.056354227,0.7,0.5,0,0.2,0.666666667
2014,1217,12,1153,5,7,0.56634943,0,0.794594595,0.729308666,0.592383639,0.651741294,0.570093458,0.724528302,0.741468719,0.676875277,0.554168593,0.330434783,0.1875,0,1153,0.427015251,0.106995885,0.875,0.857142857,0.5,0.333333333,0.760416667
2014,1257,4,1264,13,-9,0.042116215,0,0.735135135,0.774099318,0.595204513,0.65920398,0.705607477,0.971069182,0.725564752,0.807114324,0.40221914,0.086956522,0.03125,0,1264,0.450727884,0.111174458,0.8,0.692307692,1,0,0.78125
2014,1276,2,1459,15,-13,0.031695305,0,0.551351351,0.620253165,0.496473907,0.437810945,0.464174455,0.642767296,0.707103599,0.575898802,0.463735009,0.360869565,0.09375,0,1459,0.439413265,0.031013094,0.666666667,0.428571429,1,0,0.663157895
2014,1277,4,1174,13,-9,0.045279146,0,0.681081081,0.839337877,0.521861777,0.507462687,0.507788162,0.806289308,0.559069572,0.730729398,0.312122053,0.239130435,0.03125,0,1174,0.446176327,0.059252064,0.846153846,0.588235294,1,0,0.735294118
2014,1295,12,1328,5,7,0.698488852,0,0.684684685,0.803310613,0.661495063,0.544776119,0.570093458,0.766037736,0.734311253,0.769196627,0.416209371,0.786956522,0.46875,0,1328,0.450560652,0.054545455,0.625,0.777777778,0.666666667,0.482758621,0.744791667
2014,1332,7,1140,10,-3,0.296343294,0,0.790990991,0.892891918,0.727785614,0.584577114,0.590342679,0.812578616,0.739319534,0.688415446,0.542995839,0.269565217,0.21875,0,1140,0.468250121,0.048262548,0.833333333,0.65,0.571428571,0.363636364,0.779735683
2014,1338,9,1160,8,1,0.306802202,0,0.70990991,0.858812074,0.552891396,0.509950249,0.699376947,0.709433962,0.679045528,0.50587096,0.407465477,0.239130435,0.09375,0,1160,0.436850738,0.059709242,0.666666667,0.727272727,0.5,0.25,0.663265306
2014,1361,4,1308,13,-9,0.046210067,0,0.736936937,0.836416748,0.623413258,0.393034826,0.669781931,0.733333333,0.697561145,0.719189229,0.577586685,0.208695652,0.125,0,1308,0.486681465,0.104249012,0.888888889,0.65,0.8,0,0.704545455
2014,1387,5,1301,12,-7,0.223456698,0,0.731531532,0.740993184,0.620592384,0.402985075,0.551401869,0.8,0.681963017,0.573901465,0.35242058,0.499011858,0.3125,0,1301,0.45865434,0.071884984,0.5,0.684210526,0.666666667,0.444444444,0.646788991
2014,1393,3,1444,14,-11,0.033517203,0,0.538738739,0.750730282,0.485190409,0.44278607,0.683800623,0.713207547,0.647784735,0.615327711,0.372966839,0.330434783,0.0625,0,1444,0.466666667,0.061120543,0.75,0.631578947,1,0,0.786885246
2014,1400,7,1113,10,-3,0.373835319,0,0.486486486,0.847127556,0.640338505,0.410447761,0.57165109,0.776100629,0.77672438,0.534196828,0.620566673,0.634782609,0.25,0,1113,0.450445434,0.09511298,0.8,0.695652174,0.25,0.466666667,0.661290323
2014,1437,2,1454,15,-13,0.08779934,0,0.581981982,0.755598832,0.616361072,0.462686567,0.700934579,0.759748428,0.804309507,0.491344874,0.309708738,0.269565217,0.0625,0,1454,0.429223744,0.043033889,0.625,0.5,0.8,0.333333333,0.655737705
2014,1458,2,1110,15,-13,0.028393669,0,0.410810811,0.714703019,0.682651622,0.480099502,0.696261682,0.693081761,0.908944738,0.731691079,0.488696255,0.026086957,0.03125,0,1110,0.494630872,0.070108349,0.75,0.55,0,0,0.625
2014,1112,1,1451,16,-15,0.020805715,0,0.414414414,0.685491723,0.509167842,0.26119403,0.540498442,0.647798742,0.766335972,0.663236896,0.461369014,0.239130435,0.0625,0,1451,0.474181818,0.067754078,0.714285714,0.571428571,0,0,0.607142857
2014,1124,6,1304,11,-5,0.075484885,0,0.491891892,0.740993184,0.418899859,0.529850746,0.526479751,0.791194969,0.590618186,0.581668886,0.406453026,0.269565217,0.0625,0,1304,0.426993865,0.056930693,0.75,0.652173913,0.25,0,0.629032258
2014,1166,3,1418,14,-11,0.037693522,0,0.762162162,0.730282376,0.572637518,0.539800995,0.669781931,0.825157233,0.661878005,0.622321753,0.426352288,0.482608696,0.09375,0,1418,0.458423326,0.067702553,0.75,0.526315789,1,0,0.720930233
2014,1211,8,1329,9,-1,0.23129992,0,0.567567568,0.82570594,0.634696756,0.621890547,0.535825545,0.813836478,0.714258857,0.792276964,0.808268939,0.42173913,0.15625,0,1329,0.464818763,0.082852648,0.5,0.65,0.714285714,0.166666667,0.687898089
2014,1235,3,1300,14,-11,0.033966988,0,0.63963964,0.699123661,0.616361072,0.592039801,0.549844237,0.783647799,0.816249324,0.674567244,0.654379601,0.147826087,0.03125,0,1300,0.454322502,0.076478149,1,0.705882353,1,0,0.838709677
2014,1242,2,1184,15,-13,0.02595825,0,0.383783784,0.568646543,0.613540197,0.616915423,0.520249221,0.820125786,0.760192676,0.65379494,0.43329971,0.269565217,0.0625,0,1184,0.484996938,0.036437247,0.8,0.625,0.8,0,0.672131148
2014,1246,8,1243,9,-1,0.487269036,0,0.715315315,0.735150925,0.698166432,0.492537313,0.613707165,0.872955975,0.879482793,0.619174434,0.482662968,0.482608696,0.3125,0,1243,0.435926133,0.055104408,0.5,0.681818182,0.5,0.523809524,0.753472222
2014,1272,8,1203,9,-1,0.120032241,0,0.681081081,0.796494645,0.638928068,0.562189055,0.651090343,0.728301887,0.770253008,0.584553928,0.470931577,0.269565217,0.0625,0,1203,0.463553531,0.072282609,0.857142857,0.736842105,0.666666667,0,0.742424242
2014,1273,14,1181,3,11,0.906872975,0,0.735135135,0.743914314,0.696755994,0.592039801,0.501557632,0.828930818,0.753840156,0.736018642,0.662114584,0.891304348,0.90625,0.8,1181,0.463227783,0.057300275,1,0.772727273,0.625,0.698795181,0.823033708
2014,1314,6,1344,11,-5,0.07245526,0,0.762162162,0.807205453,0.654442877,0.472636816,0.61682243,0.740880503,0.78222993,0.660089578,0.367243563,0.239130435,0.03125,0,1344,0.425168307,0.084789311,0.666666667,0.684210526,0.666666667,0,0.676470588
2014,1372,12,1433,5,7,0.813377579,0,0.866666667,0.785783836,0.629055007,0.945273632,0.64953271,0.836477987,0.692037471,0.744673768,0.583217753,0.147826087,0.125,0,1433,0.418582825,0.079757976,1,0.75,0.625,0.636363636,0.757352941
2014,1390,10,1307,7,3,0.174311137,0,0.632432432,0.88412853,0.71932299,0.39800995,0.54517134,0.703144654,0.852509928,0.734576121,0.434992551,0.026086957,0.03125,0,1307,0.460255698,0.087358684,0.8,0.866666667,0.75,0,0.818181818
2014,1397,11,1269,6,5,0.237909833,0,0.702702703,0.8218111,0.685472496,0.542288557,0.674454829,0.789937107,0.771399566,0.766311585,0.33685853,0.17826087,0.03125,0,1269,0.460158311,0.091757387,0.777777778,0.733333333,0.75,0,0.75
2014,1417,4,1409,13,-9,0.047203765,0,0.641441441,0.819863681,0.582510578,0.572139303,0.588785047,0.889308176,0.702239497,0.69418553,0.524800211,0.056521739,0.03125,0,1409,0.441910966,0.07074137,0.666666667,0.611111111,0.666666667,0,0.636363636
2014,1438,1,1157,16,-15,0.11473723,0,0.686486486,0.76338851,0.420310296,0.462686567,0.658878505,0.752201258,0.55737072,0.682645362,0.306133457,0.817391304,0.21875,0,1157,0.429234339,0.049295775,0.545454545,0.631578947,0,0.533333333,0.616666667
2014,1455,1,1142,16,-15,0.147348822,0,0.58018018,0.605647517,0.480959097,0.412935323,0.419003115,0.709433962,0.723879686,0.635573621,0.391249527,0.17826087,0.03125,0,1142,0.40371517,0.053297801,0.333333333,0.25,0.8,0.5,0.366666667
2014,1163,7,1437,2,5,0.671978921,0,0.65045045,0.804284323,0.705218618,0.552238806,0.590342679,0.793710692,0.839851299,0.428761651,0.60332871,0.604347826,0.34375,0,1437,0.459308807,0.072840203,0.909090909,0.882352941,0.75,0.541666667,0.733096085
2014,1173,11,1393,3,8,0.806704465,0,0.76036036,0.687439143,0.538787024,0.639303483,0.443925234,0.640251572,0.686644971,0.750732357,0.426054348,0.908695652,0.78125,0.2,1393,0.437003405,0.100381194,0.8,0.888888889,0.75,0.636363636,0.795918367
